start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
2024-10-11 18:48:53.471,2024-10-11 18:49:00.067,"Okay, and spot 3?",Robot,,,,6.0,28.0,3.0,,,,,,
2024-10-11 18:49:00.067,2024-10-11 18:49:06.897,,,,,,6.0,,,,,,,,2.0
2024-10-11 18:49:06.897,2024-10-11 18:49:08.266,young man with shaved head,Human,5.0,0.3288465783768015,SUCCESS_LOW,6.0,28.0,3.0,5.0,,outer,,answer-description,
2024-10-11 18:49:08.266,2024-10-11 18:49:12.311,the man with brown hair?,Robot,,,,6.0,28.0,3.0,,,,,req-clar,
2024-10-11 18:49:12.311,2024-10-11 18:49:12.497,yes,Human,,,,6.0,28.0,3.0,,,,,answer,
2024-10-11 18:49:12.497,2024-10-11 18:49:12.498,"Oh, the man with brown hair is in spot 4 for me.",Robot,,,,6.0,28.0,3.0,5.0,5.0,outer,correct,ack-done,
2024-10-11 18:49:12.498,2024-10-11 18:49:17.964,"Okay, and the one in spot 4?",Robot,,,,6.0,29.0,4.0,,,,,,
2024-10-11 18:49:17.964,2024-10-11 18:49:23.724,,,,,,6.0,,,,,,,,4.0
2024-10-11 18:49:23.724,2024-10-11 18:49:25.329,old man with glasses,Human,2.0,0.6111201343779736,SUCCESS_HIGH,6.0,29.0,4.0,2.0,,inner,,answer-description,
2024-10-11 18:49:25.329,2024-10-11 18:49:25.330,For me the glasses is in spot 3.,Robot,,,,6.0,29.0,4.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:49:25.330,2024-10-11 18:49:32.033,"Okay, and spot 5?",Robot,,,,6.0,30.0,5.0,,,,,,
2024-10-11 18:49:32.033,2024-10-11 18:49:34.762,,,,,,6.0,,,,,,,,3.0
2024-10-11 18:49:34.762,2024-10-11 18:49:36.366,blond bob,Human,1.0,0.718398728245776,SUCCESS_HIGH,6.0,30.0,5.0,1.0,,inner,,answer-description,
2024-10-11 18:49:36.366,2024-10-11 18:49:36.367,"Let's see, no, for me the blond bob and earrings is in spot 1.",Robot,,,,6.0,30.0,5.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:49:36.367,2024-10-11 18:50:09.007,"Okay, we went through all of them. Let's move on to the next round.",Robot,,,,6.0,,,,,,,,
2024-10-11 18:50:09.007,2024-10-11 18:50:10.931,,,,,,6.0,,,,,,,,1.0
2024-10-11 18:50:10.931,2024-10-11 18:50:10.932,Let's continue!,Robot,,,,7.0,,,,,,,,
2024-10-11 18:50:10.932,2024-10-11 18:52:23.470,Who is in spot 1 for you?,Robot,,,,7.0,31.0,1.0,,,,,,
2024-10-11 18:52:23.470,2024-10-11 18:52:24.497,old man glasses,Human,2.0,0.4419915355267399,SUCCESS_LOW,7.0,31.0,1.0,2.0,,inner,,answer-description,
2024-10-11 18:52:24.497,2024-10-11 18:52:28.004,the glasses?,Robot,,,,7.0,31.0,1.0,,,,,req-clar,
2024-10-11 18:52:28.004,2024-10-11 18:52:28.076,yes,Human,,,,7.0,31.0,1.0,,,,,answer,
2024-10-11 18:52:28.076,2024-10-11 18:52:28.077,"Oh, the glasses is in spot 2 for me.",Robot,,,,7.0,31.0,1.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:52:28.077,2024-10-11 18:52:34.103,And the one in spot 2?,Robot,,,,7.0,32.0,2.0,,,,,,
2024-10-11 18:52:34.103,2024-10-11 18:52:41.166,,,,,,7.0,,,,,,,,2.0
2024-10-11 18:52:41.166,2024-10-11 18:52:42.093,bald man,Human,3.0,0.4922258744600876,SUCCESS_LOW,7.0,32.0,2.0,3.0,,inner,,answer-description,
2024-10-11 18:52:42.093,2024-10-11 18:52:45.184,the man with beard?,Robot,,,,7.0,32.0,2.0,,,,,req-clar,
2024-10-11 18:52:45.184,2024-10-11 18:52:45.507,yes,Human,,,,7.0,32.0,2.0,,,,,answer,
2024-10-11 18:52:45.507,2024-10-11 18:52:45.508,"Oh, the man with beard is in spot 1 for me. Keep it up!",Robot,,,,7.0,32.0,2.0,3.0,3.0,inner,correct,ack-done; encourage,
2024-10-11 18:52:45.508,2024-10-11 18:52:51.620,"Okay, and spot 3?",Robot,,,,7.0,33.0,3.0,,,,,,
2024-10-11 18:52:51.620,2024-10-11 18:52:54.130,,,,,,7.0,,,,,,,,1.0
2024-10-11 18:52:54.130,2024-10-11 18:52:55.355,child,Human,39.0,1.0,SUCCESS_HIGH,7.0,33.0,3.0,39.0,,outer,,answer-description,
2024-10-11 18:52:55.355,2024-10-11 18:52:55.356,"Let's see, no, for me the child is in spot 4.",Robot,,,,7.0,33.0,3.0,39.0,39.0,outer,correct,ack-done,
2024-10-11 18:52:55.356,2024-10-11 18:53:01.553,"Okay, and spot 4?",Robot,,,,7.0,34.0,4.0,,,,,,
2024-10-11 18:53:01.553,2024-10-11 18:53:04.457,,,,,,7.0,,,,,,,,4.0
2024-10-11 18:53:04.457,2024-10-11 18:53:05.454,sunglasses,Human,34.0,0.5715600837295978,SUCCESS_LOW,7.0,34.0,4.0,34.0,,outer,,answer-description,
2024-10-11 18:53:05.454,2024-10-11 18:53:10.534,the man with curls?,Robot,,,,7.0,34.0,4.0,,,,,req-clar,
2024-10-11 18:53:10.534,2024-10-11 18:53:10.624,yes,Human,,,,7.0,34.0,4.0,,,,,answer,
2024-10-11 18:53:10.624,2024-10-11 18:53:10.625,"Let's see, no, for me the man with curls is in spot 5.",Robot,,,,7.0,34.0,4.0,34.0,34.0,outer,correct,ack-done,
2024-10-11 18:53:10.625,2024-10-11 18:53:16.207,"Okay, and the one in spot 5?",Robot,,,,7.0,35.0,5.0,,,,,,
2024-10-11 18:53:16.207,2024-10-11 18:53:18.605,,,,,,7.0,,,,,,,,5.0
2024-10-11 18:53:18.605,2024-10-11 18:53:19.915,blond bob,Human,1.0,0.7013054226686238,SUCCESS_HIGH,7.0,35.0,5.0,1.0,,inner,,answer-description,
2024-10-11 18:53:19.915,2024-10-11 18:53:19.916,"Oh, the blond bob and earrings is in spot 3 for me. Keep it up!",Robot,,,,7.0,35.0,5.0,1.0,1.0,inner,correct,ack-done; encourage,
2024-10-11 18:53:19.916,2024-10-11 18:53:25.997,That's all for this round. Let's continue to the next round.,Robot,,,,7.0,,,,,,,,
2024-10-11 18:53:25.997,2024-10-11 18:53:32.295,,,,,,7.0,,,,,,,,3.0
2024-10-11 18:53:32.295,2024-10-11 18:53:32.296,Let's continue!,Robot,,,,8.0,,,,,,,,
2024-10-11 18:53:32.296,2024-10-11 18:53:37.924,Who is in spot 1 for you?,Robot,,,,8.0,36.0,1.0,,,,,,
2024-10-11 18:53:37.924,2024-10-11 18:53:38.914,old man with glasses,Human,2.0,0.4519287722609656,SUCCESS_LOW,8.0,36.0,1.0,2.0,,inner,,answer-description,
2024-10-11 18:53:38.914,2024-10-11 18:53:42.656,the old?,Robot,,,,8.0,36.0,1.0,,,,,req-clar,
2024-10-11 18:53:42.656,2024-10-11 18:53:42.964,yes,Human,,,,8.0,36.0,1.0,,,,,answer,
2024-10-11 18:53:42.964,2024-10-11 18:53:42.965,For me the old is in spot 2.,Robot,,,,8.0,36.0,1.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:53:42.965,2024-10-11 18:53:51.525,"Okay, let's move on to spot 2.",Robot,,,,8.0,37.0,2.0,,,,,,
2024-10-11 18:53:51.525,2024-10-11 18:53:55.096,,,,,,8.0,,,,,,,,2.0
2024-10-11 18:53:55.096,2024-10-11 18:53:56.666,brown hair lady,Human,38.0,0.3910854781699458,SUCCESS_LOW,8.0,37.0,2.0,38.0,,outer,,answer-description,
2024-10-11 18:53:56.666,2024-10-11 18:53:59.325,the woman with dark hair?,Robot,,,,8.0,37.0,2.0,,,,,req-clar,
2024-10-11 18:53:59.325,2024-10-11 18:53:59.395,yes,Human,,,,8.0,37.0,2.0,,,,,answer,
2024-10-11 18:53:59.395,2024-10-11 18:53:59.396,"Let's see, no, for me the woman with dark hair is in spot 3.",Robot,,,,8.0,37.0,2.0,38.0,38.0,outer,correct,ack-done,
2024-10-11 18:53:59.396,2024-10-11 18:54:04.494,And the one in spot 3?,Robot,,,,8.0,38.0,3.0,,,,,,
2024-10-11 18:54:04.494,2024-10-11 18:54:10.409,,,,,,8.0,,,,,,,,3.0
2024-10-11 18:54:10.409,2024-10-11 18:54:12.391,bald man no beard,Human,3.0,0.5223512618241992,SUCCESS_LOW,8.0,38.0,3.0,13.0,,outer,,answer-description,
2024-10-11 18:54:12.391,2024-10-11 18:54:16.972,the man with beard?,Robot,,,,8.0,38.0,3.0,,,,,req-clar,
2024-10-11 18:54:16.972,2024-10-11 18:54:17.048,no,Human,,,,8.0,38.0,3.0,,,,,clar-negative,
2024-10-11 18:54:17.048,2024-10-11 18:54:17.049,"Okay, let's try again.",Robot,,,,8.0,38.0,3.0,,,,,ack,
2024-10-11 18:54:17.049,2024-10-11 18:54:24.170,Who is in spot 3 for you?,Robot,,,,8.0,38.0,3.0,,,,,,
2024-10-11 18:54:24.170,2024-10-11 18:54:26.063,bald man without bear,Human,13.0,0.0527374224720309,MATCH_MULTIPLE,8.0,38.0,3.0,13.0,,outer,,answer-description,
2024-10-11 18:54:26.063,2024-10-11 18:54:32.458,the bald man?,Robot,,,,8.0,38.0,3.0,,,,,req-clar,
2024-10-11 18:54:32.458,2024-10-11 18:54:33.457,bald man without beard,Human,3.0,0.4766226285933541,SUCCESS_LOW,8.0,38.0,3.0,13.0,,outer,,clar-repair,
2024-10-11 18:54:33.457,2024-10-11 18:54:36.611,the man with beard?,Robot,,,,8.0,38.0,3.0,,,,,req-clar,
2024-10-11 18:54:36.611,2024-10-11 18:54:36.916,no,Human,,,,8.0,38.0,3.0,,,,,clar-negative,
2024-10-11 18:54:36.916,2024-10-11 18:54:36.917,"Okay, let's try again.",Robot,,,,8.0,38.0,3.0,,,,,ack,
2024-10-11 18:54:36.917,2024-10-11 18:54:42.182,Who is in spot 3 for you?,Robot,,,,8.0,38.0,3.0,,,,,,
2024-10-11 18:54:42.182,2024-10-11 18:54:43.193,thin bald man,Human,1.0,0.524698506797385,SUCCESS_LOW,8.0,38.0,3.0,13.0,,outer,,answer-description,
2024-10-11 18:54:43.193,2024-10-11 18:54:47.003,the blond bob and earrings?,Robot,,,,8.0,38.0,3.0,,,,,req-clar,
2024-10-11 18:54:47.003,2024-10-11 18:54:47.082,no,Human,,,,8.0,38.0,3.0,,,,,clar-negative,
2024-10-11 18:54:47.082,2024-10-11 18:54:47.083,"Sorry, I think I can't find this one. Let's skip this spot and move on to the next one. Please select 'not found' in the dropdown menu.",Robot,,,,8.0,38.0,3.0,13.0,1.0,outer,incorrect,nack,
2024-10-11 18:54:47.083,2024-10-11 18:54:57.068,And the one in spot 4?,Robot,,,,8.0,39.0,4.0,,,,,,
2024-10-11 18:54:57.068,2024-10-11 18:54:59.561,,,,,,8.0,,,,,,,,0.0
2024-10-11 18:54:59.561,2024-10-11 18:55:00.717,blond bob,Human,1.0,1.0,SUCCESS_HIGH,8.0,39.0,4.0,1.0,,inner,,answer-description,
2024-10-11 18:55:00.717,2024-10-11 18:55:00.718,"Let's see, no, for me the blond bob and earrings is in spot 5.",Robot,,,,8.0,39.0,4.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:55:00.718,2024-10-11 18:55:07.193,And the figure in spot 5?,Robot,,,,8.0,40.0,5.0,,,,,,
2024-10-11 18:55:07.193,2024-10-11 18:55:11.012,,,,,,8.0,,,,,,,,5.0
2024-10-11 18:55:11.012,2024-10-11 18:55:12.807,bald man with beard,Human,3.0,0.3975764028934655,SUCCESS_LOW,8.0,40.0,5.0,3.0,,inner,,answer-description,
2024-10-11 18:55:12.807,2024-10-11 18:55:15.892,the man with beard?,Robot,,,,8.0,40.0,5.0,,,,,req-clar,
2024-10-11 18:55:15.892,2024-10-11 18:55:15.971,yes,Human,,,,8.0,40.0,5.0,,,,,answer,
2024-10-11 18:55:15.971,2024-10-11 18:55:15.972,For me the man with beard is in spot 4.,Robot,,,,8.0,40.0,5.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 18:55:15.972,2024-10-11 18:55:22.806,"Okay, we went through all of them. Let's move on to the next round.",Robot,,,,8.0,,,,,,,,
2024-10-11 18:55:22.806,2024-10-11 18:55:26.599,,,,,,8.0,,,,,,,,4.0
2024-10-11 18:55:26.599,2024-10-11 18:55:26.600,Let's continue!,Robot,,,,9.0,,,,,,,,
2024-10-11 18:55:26.600,2024-10-11 18:55:33.115,Who is in spot 1 for you?,Robot,,,,9.0,41.0,1.0,,,,,,
2024-10-11 18:55:33.115,2024-10-11 18:55:34.277,glasses,Human,2.0,1.0,SUCCESS_HIGH,9.0,41.0,1.0,2.0,,inner,,answer-description,
2024-10-11 18:55:34.277,2024-10-11 18:55:34.278,"Let's see, no, for me the glasses is in spot 2.",Robot,,,,9.0,41.0,1.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 18:55:34.278,2024-10-11 18:55:40.157,"Okay, and spot 2?",Robot,,,,9.0,42.0,2.0,,,,,,
2024-10-11 18:55:40.157,2024-10-11 18:55:43.775,,,,,,9.0,,,,,,,,2.0
2024-10-11 18:55:43.775,2024-10-11 18:55:45.337,woman with dark hair,Human,22.0,0.1595099626473271,SUCCESS_LOW,9.0,42.0,2.0,22.0,,outer,,answer-description,
2024-10-11 18:55:45.337,2024-10-11 18:55:48.657,the woman?,Robot,,,,9.0,42.0,2.0,,,,,req-clar,
2024-10-11 18:55:48.657,2024-10-11 18:55:48.735,yes,Human,,,,9.0,42.0,2.0,,,,,answer,
2024-10-11 18:55:48.735,2024-10-11 18:55:48.736,"Oh, the woman is in spot 5 for me. It's going well!",Robot,,,,9.0,42.0,2.0,22.0,22.0,outer,correct,ack-done; encourage,
2024-10-11 18:55:48.736,2024-10-11 18:55:54.708,"Okay, and the one in spot 3?",Robot,,,,9.0,43.0,3.0,,,,,,
2024-10-11 18:55:54.708,2024-10-11 18:56:09.022,,,,,,9.0,,,,,,,,5.0
2024-10-11 18:56:09.022,2024-10-11 18:56:10.111,bald man beard,Human,3.0,0.4474896305665495,SUCCESS_LOW,9.0,43.0,3.0,3.0,,inner,,answer-description,
2024-10-11 18:56:10.111,2024-10-11 18:56:13.709,the man with beard?,Robot,,,,9.0,43.0,3.0,,,,,req-clar,
2024-10-11 18:56:13.709,2024-10-11 18:56:13.781,yes,Human,,,,9.0,43.0,3.0,,,,,answer,
2024-10-11 18:56:13.781,2024-10-11 18:56:13.782,"Oh, the man with beard is in spot 1 for me.",Robot,,,,9.0,43.0,3.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 18:56:13.782,2024-10-11 18:56:17.659,And spot 4?,Robot,,,,9.0,44.0,4.0,,,,,,
2024-10-11 18:56:17.659,2024-10-11 18:56:23.211,,,,,,9.0,,,,,,,,1.0
2024-10-11 18:56:23.211,2024-10-11 18:56:24.419,man with dark hair,Human,37.0,0.2344918248947377,SUCCESS_LOW,9.0,44.0,4.0,37.0,,outer,,answer-description,
2024-10-11 18:56:24.419,2024-10-11 18:56:27.778,the man with brown hair?,Robot,,,,9.0,44.0,4.0,,,,,req-clar,
2024-10-11 18:56:27.778,2024-10-11 18:56:27.852,yes,Human,,,,9.0,44.0,4.0,,,,,answer,
2024-10-11 18:56:27.852,2024-10-11 18:56:27.853,"Ah, the man with brown hair is in the same spot in my picture. It's going well!",Robot,,,,9.0,44.0,4.0,37.0,37.0,outer,correct,ack-done; encourage,
2024-10-11 18:56:27.853,2024-10-11 18:56:33.927,"Okay, and spot 5?",Robot,,,,9.0,45.0,5.0,,,,,,
2024-10-11 18:56:33.927,2024-10-11 18:56:36.556,,,,,,9.0,,,,,,,,4.0
2024-10-11 18:56:36.556,2024-10-11 18:56:37.970,blond bob,Human,1.0,0.8774537984633308,SUCCESS_HIGH,9.0,45.0,5.0,1.0,,inner,,answer-description,
2024-10-11 18:56:37.970,2024-10-11 18:56:37.971,"Let's see, no, for me the blond bob and earrings is in spot 3.",Robot,,,,9.0,45.0,5.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:56:37.971,2024-10-11 18:56:43.363,"Okay, we went through all of them. Let's move on to the next round.",Robot,,,,9.0,,,,,,,,
2024-10-11 18:56:43.363,2024-10-11 18:56:47.926,,,,,,9.0,,,,,,,,3.0
2024-10-11 18:56:47.926,2024-10-11 18:56:47.927,Let's continue!,Robot,,,,10.0,,,,,,,,
2024-10-11 18:56:47.927,2024-10-11 18:56:54.109,Who is in spot 1 for you?,Robot,,,,10.0,46.0,1.0,,,,,,
2024-10-11 18:56:54.109,2024-10-11 18:56:55.404,woman with wavy hair,Human,17.0,0.1549068052117251,SUCCESS_LOW,10.0,46.0,1.0,17.0,,outer,,answer-description,
2024-10-11 18:56:55.404,2024-10-11 18:56:59.330,the woman with medium-length hair?,Robot,,,,10.0,46.0,1.0,,,,,req-clar,
2024-10-11 18:56:59.330,2024-10-11 18:56:59.664,yes,Human,,,,10.0,46.0,1.0,,,,,answer,
2024-10-11 18:56:59.664,2024-10-11 18:56:59.665,"Yes, the woman with medium-length hair is in the same spot for me.",Robot,,,,10.0,46.0,1.0,17.0,17.0,outer,correct,ack-done,
2024-10-11 18:56:59.665,2024-10-11 18:57:05.231,And spot 2?,Robot,,,,10.0,47.0,2.0,,,,,,
2024-10-11 18:57:05.231,2024-10-11 18:57:08.347,,,,,,10.0,,,,,,,,1.0
2024-10-11 18:57:08.347,2024-10-11 18:57:09.764,man with bear,Human,3.0,0.3717342605837901,SUCCESS_LOW,10.0,47.0,2.0,3.0,,inner,,answer-description,
2024-10-11 18:57:09.764,2024-10-11 18:57:14.149,the bald man?,Robot,,,,10.0,47.0,2.0,,,,,req-clar,
2024-10-11 18:57:14.149,2024-10-11 18:57:14.348,man with beard,Human,,,,10.0,47.0,2.0,,,,,answer,
2024-10-11 18:57:14.348,2024-10-11 18:57:19.960,"I'm sorry, I don't know whether you mean yes or no.",Robot,,,,10.0,47.0,2.0,,,,,req-clar,
2024-10-11 18:57:19.960,2024-10-11 18:57:20.032,no,Human,,,,10.0,47.0,2.0,,,,,clar-negative,
2024-10-11 18:57:20.032,2024-10-11 18:57:20.033,"Okay, let's try again.",Robot,,,,10.0,47.0,2.0,,,,,ack,
2024-10-11 18:57:20.033,2024-10-11 18:57:25.755,Who is in spot 2 for you?,Robot,,,,10.0,47.0,2.0,,,,,,
2024-10-11 18:57:25.755,2024-10-11 18:57:27.893,man with beard,Human,3.0,0.2509013044694688,SUCCESS_LOW,10.0,47.0,2.0,3.0,,inner,,answer-description,
2024-10-11 18:57:27.893,2024-10-11 18:57:31.810,the bald man?,Robot,,,,10.0,47.0,2.0,,,,,req-clar,
2024-10-11 18:57:31.810,2024-10-11 18:57:31.881,yes,Human,,,,10.0,47.0,2.0,,,,,answer,
2024-10-11 18:57:31.881,2024-10-11 18:57:31.882,"Let's see, no, for me the bald man is in spot 4. It's going well!",Robot,,,,10.0,47.0,2.0,3.0,3.0,inner,correct,ack-done; encourage,
2024-10-11 18:57:31.882,2024-10-11 18:57:37.931,And the one in spot 3?,Robot,,,,10.0,48.0,3.0,,,,,,
2024-10-11 18:57:37.931,2024-10-11 18:57:42.606,,,,,,10.0,,,,,,,,4.0
2024-10-11 18:57:42.606,2024-10-11 18:57:43.762,young man with glasses,Human,2.0,0.4020722635039812,SUCCESS_LOW,10.0,48.0,3.0,41.0,,outer,,answer-description,
2024-10-11 18:57:43.762,2024-10-11 18:57:46.683,the glasses?,Robot,,,,10.0,48.0,3.0,,,,,req-clar,
2024-10-11 18:57:46.683,2024-10-11 18:57:46.752,yes,Human,,,,10.0,48.0,3.0,,,,,answer,
2024-10-11 18:57:46.752,2024-10-11 18:57:46.753,"Let's see, no, for me the glasses is in spot 2.",Robot,,,,10.0,48.0,3.0,41.0,2.0,outer,incorrect,ack-done,
2024-10-11 18:57:46.753,2024-10-11 18:57:53.540,"Okay, and spot 4?",Robot,,,,10.0,49.0,4.0,,,,,,
2024-10-11 18:57:53.540,2024-10-11 18:57:58.464,,,,,,10.0,,,,,,,,2.0
2024-10-11 18:57:58.464,2024-10-11 18:57:59.565,old man with glasses,Human,2.0,0.3376611111673112,MATCH_PREVIOUS,10.0,49.0,4.0,2.0,,inner,,answer-description,
2024-10-11 18:57:59.565,2024-10-11 18:58:08.284,"Hmm, let's see, I thought we already talked about this one before. Let's try again. Can you name something specific for this figure?",Robot,,,,10.0,49.0,4.0,,,,,req-clar,
2024-10-11 18:58:08.284,2024-10-11 18:58:10.174,gray hair,Human,3.0,0.5786093248986958,MATCH_PREVIOUS,10.0,49.0,4.0,2.0,,inner,,clar-repair,
2024-10-11 18:58:10.174,2024-10-11 18:58:23.097,"Hmm, let's see, I thought we already talked about this one before. Let's try again. Can you name something specific for this figure?",Robot,,,,10.0,49.0,4.0,,,,,req-clar,
2024-10-11 18:58:23.097,2024-10-11 18:58:24.316,old man with gray hair and glasses,Human,41.0,0.7470448751771802,SUCCESS_HIGH,10.0,49.0,4.0,2.0,,inner,,clar-repair,
2024-10-11 18:58:24.316,2024-10-11 18:58:24.317,"Oh, the man is in spot 3 for me.",Robot,,,,10.0,49.0,4.0,2.0,41.0,inner,incorrect,ack-done,
2024-10-11 18:58:24.317,2024-10-11 18:58:30.732,"Okay, and the one in spot 5?",Robot,,,,10.0,50.0,5.0,,,,,,
2024-10-11 18:58:30.732,2024-10-11 18:58:33.576,,,,,,10.0,,,,,,,,3.0
2024-10-11 18:58:33.576,2024-10-11 18:58:35.912,blond bob,Human,1.0,0.6097182507083612,SUCCESS_HIGH,10.0,50.0,5.0,1.0,,inner,,answer-description,
2024-10-11 18:58:35.912,2024-10-11 18:58:35.913,"Hey, the blond bob and earrings is also in that spot for me.",Robot,,,,10.0,50.0,5.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:58:35.913,2024-10-11 18:58:44.326,This round is finished. Please press the button to continue to the next one.,Robot,,,,10.0,,,,,,,,
2024-10-11 18:58:44.326,2024-10-11 18:58:48.022,,,,,,10.0,,,,,,,,5.0
2024-10-11 18:58:48.022,2024-10-11 18:58:48.023,Let's continue!,Robot,,,,11.0,,,,,,,,
2024-10-11 18:58:48.023,2024-10-11 18:58:54.922,Who is in spot 1 for you?,Robot,,,,11.0,51.0,1.0,,,,,,
2024-10-11 18:58:54.922,2024-10-11 18:58:55.983,brown hair lady,Human,16.0,0.1597188432941945,SUCCESS_LOW,11.0,51.0,1.0,16.0,,outer,,answer-description,
2024-10-11 18:58:55.983,2024-10-11 18:58:59.733,the woman with long hair?,Robot,,,,11.0,51.0,1.0,,,,,req-clar,
2024-10-11 18:58:59.733,2024-10-11 18:59:00.007,yes,Human,,,,11.0,51.0,1.0,,,,,answer,
2024-10-11 18:59:00.007,2024-10-11 18:59:00.008,"Oh, the woman with long hair is in spot 4 for me.",Robot,,,,11.0,51.0,1.0,16.0,16.0,outer,correct,ack-done,
2024-10-11 18:59:00.008,2024-10-11 18:59:07.086,"Okay, and the one in spot 2?",Robot,,,,11.0,52.0,2.0,,,,,,
2024-10-11 18:59:07.086,2024-10-11 18:59:09.640,,,,,,11.0,,,,,,,,4.0
2024-10-11 18:59:09.640,2024-10-11 18:59:10.853,bald beard,Human,3.0,0.4383754487265712,SUCCESS_LOW,11.0,52.0,2.0,3.0,,inner,,answer-description,
2024-10-11 18:59:10.853,2024-10-11 18:59:14.142,the beard?,Robot,,,,11.0,52.0,2.0,,,,,req-clar,
2024-10-11 18:59:14.142,2024-10-11 18:59:14.212,yes,Human,,,,11.0,52.0,2.0,,,,,answer,
2024-10-11 18:59:14.212,2024-10-11 18:59:14.213,"Hey, the beard is also in that spot for me.",Robot,,,,11.0,52.0,2.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 18:59:14.213,2024-10-11 18:59:19.870,"Okay, and spot 3?",Robot,,,,11.0,53.0,3.0,,,,,,
2024-10-11 18:59:19.870,2024-10-11 18:59:22.261,,,,,,11.0,,,,,,,,2.0
2024-10-11 18:59:22.261,2024-10-11 18:59:25.040,blond bob,Human,1.0,0.8547338074267855,SUCCESS_HIGH,11.0,53.0,3.0,1.0,,inner,,answer-description,
2024-10-11 18:59:25.040,2024-10-11 18:59:25.041,"Let's see, no, for me the blond bob and earrings is in spot 1.",Robot,,,,11.0,53.0,3.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 18:59:25.041,2024-10-11 18:59:30.636,"Okay, let's move on to spot 4.",Robot,,,,11.0,54.0,4.0,,,,,,
2024-10-11 18:59:30.636,2024-10-11 18:59:35.466,,,,,,11.0,,,,,,,,1.0
2024-10-11 18:59:35.466,2024-10-11 18:59:37.769,man with dark hair,Human,35.0,0.1137631210958651,SUCCESS_LOW,11.0,54.0,4.0,35.0,,outer,,answer-description,
2024-10-11 18:59:37.769,2024-10-11 18:59:41.047,the man with spiky hair?,Robot,,,,11.0,54.0,4.0,,,,,req-clar,
2024-10-11 18:59:41.047,2024-10-11 18:59:41.128,yes,Human,,,,11.0,54.0,4.0,,,,,answer,
2024-10-11 18:59:41.128,2024-10-11 18:59:41.129,"Oh, the man with spiky hair is in spot 5 for me. It's going well!",Robot,,,,11.0,54.0,4.0,35.0,35.0,outer,correct,ack-done; encourage,
2024-10-11 18:59:41.129,2024-10-11 18:59:46.083,"Okay, and the one in spot 5?",Robot,,,,11.0,55.0,5.0,,,,,,
2024-10-11 18:59:46.083,2024-10-11 18:59:56.088,,,,,,11.0,,,,,,,,5.0
2024-10-11 18:59:56.088,2024-10-11 18:59:58.148,glasses and grey hair,Human,2.0,0.4237622666133339,SUCCESS_LOW,11.0,55.0,5.0,2.0,,inner,,answer-description,
2024-10-11 18:59:58.148,2024-10-11 19:00:05.312,the glasses?,Robot,,,,11.0,55.0,5.0,,,,,req-clar,
2024-10-11 19:00:05.312,2024-10-11 19:00:05.394,yes,Human,,,,11.0,55.0,5.0,,,,,answer,
2024-10-11 19:00:05.394,2024-10-11 19:00:05.395,"Oh, the glasses is in spot 3 for me. Keep it up!",Robot,,,,11.0,55.0,5.0,2.0,2.0,inner,correct,ack-done; encourage,
2024-10-11 19:00:05.395,2024-10-11 19:00:10.932,Okay. Let's move on to the next round.,Robot,,,,11.0,,,,,,,,
2024-10-11 19:00:10.932,2024-10-11 19:00:14.769,,,,,,11.0,,,,,,,,3.0
2024-10-11 19:00:14.769,2024-10-11 19:00:14.770,Let's continue!,Robot,,,,12.0,,,,,,,,
2024-10-11 19:00:14.770,2024-10-11 19:00:25.024,Who is in spot 1 for you?,Robot,,,,12.0,56.0,1.0,,,,,,
2024-10-11 19:00:25.024,2024-10-11 19:00:27.518,glasses,Human,2.0,1.0,SUCCESS_HIGH,12.0,56.0,1.0,2.0,,inner,,answer-description,
2024-10-11 19:00:27.518,2024-10-11 19:00:27.519,"Oh, the glasses is in spot 3 for me. Keep it up!",Robot,,,,12.0,56.0,1.0,2.0,2.0,inner,correct,ack-done; encourage,
2024-10-11 19:00:27.519,2024-10-11 19:00:34.495,"Okay, and spot 2?",Robot,,,,12.0,57.0,2.0,,,,,,
2024-10-11 19:00:34.495,2024-10-11 19:00:42.677,,,,,,12.0,,,,,,,,3.0
2024-10-11 19:00:42.677,2024-10-11 19:00:44.733,woman with brown hair,Human,25.0,0.137230685574409,MATCH_MULTIPLE,12.0,57.0,2.0,24.0,,outer,,answer-description,
2024-10-11 19:00:44.733,2024-10-11 19:00:50.252,the man?,Robot,,,,12.0,57.0,2.0,,,,,req-clar,
2024-10-11 19:00:50.252,2024-10-11 19:00:50.337,no the woman,Human,0.0,1.0,NEG_RESPONSE,12.0,57.0,2.0,24.0,,outer,,clar-negative,
